REFERENCE;SAMPLE CODE;SITE NAME ;WTD;pH;LAT ;LONG;ALA MIL;AMP WRI;ARC ART;ARC CAT;ARC DIS;ARC GIB;ARC HEM;ARC VUL;ARC FLA;ARG DEN;ASS MUS;ASS SEM;BUL IND;CEN ACU;CEN CAS;CEN ECO;CEN PLA;CON PON;COR TRI;CRY OVI;CRY SAC;CYC ARC;CYP AMP;DIF ACU;DIF BAC;DIF GLO;DIF LEI;DIF LUC;DIF OBL;DIF OVI;DIF PRI;DIF PUL;DIF RUB;DIF URC;EUG CIL;EUG ROT;EUG STR;EUG TUB;GIB TUB;HEL PET;HEL ROS;HEL SPH;HEL SYL;HYA ELE;HYA MIN;HYA PAP;HYA SUB;LES EPI;LES SPI;NEB BAR;NEB COL;NEB FLA;NEB MIN;NEB PEN;NEB TIN;PAD LAG;PAD WAI;PAR IRR;PHR ACR;PHY GRI;PLAGIO;PLA SPI;PLA CAR;PLA MAR;PSE FAS;PSE FUL;PYXI;QUA SYM;SPH LEN;TRA DEN;TRI ARC ;WAI EBO;;;;;
Markel et al. 2010;AK94;Brown's Lake;-8,0;6,36;60,471;-150,728;0,0;0,0;0,0;0,0;0,0;2,9;0,0;3,8;0,0;1,9;1,0;0,0;0,0;0,0;10,6;0,0;0,0;0,0;50,0;1,9;0,0;0,0;0,0;1,9;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;11,5;1,0;5,8;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,9;0,0;0,0;0,0;;;;;
"Amesbury et al 2013; Lamarre et al 2013";A1;Lebel;-8,0;3,7;49,123;-68,292;0,0;29,3;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,0;12,7;0,0;0,0;0,7;18,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,3;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;7,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Finkelstein/Bunbury unpublished;M25;Attawapiskat River 1;-8,0;6,02;52,845;-83,927;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,0;16,8;20,2;5,0;0,0;0,0;0,8;0,0;0,0;1,7;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;2,5;0,8;0,0;0,0;0,0;1,7;0,0;3,4;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;1,7;0,0;2,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,1;0,0;0,0;0,0;0,0;0,0;;;;;
Finkelstein/Bunbury unpublished;M40;Sutton River 3;-8,0;4,44;54,610;-84,609;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,7;0,0;3,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;1,0;0,0;27,7;2,0;10,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;12,9;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;AK88;Brown's Lake;-7,5;6,3;60,471;-150,728;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;2,8;0,0;0,0;0,0;1,4;0,0;0,0;0,0;67,4;1,4;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,7;0,0;0,0;8,5;3,5;3,5;0,0;0,0;1,4;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,7;0,7;0,7;0,0;0,0;;;;;
Markel et al. 2010;GF0-5;Gas field;-7,5;4,4;60,445;-151,246;0,0;13,2;1,3;0,0;0,0;0,0;0,0;0,0;2,6;0,0;21,2;0,0;0,0;6,0;0,7;0,7;0,0;0,0;0,7;2,0;0,0;0,0;0,0;0,0;0,0;27,8;0,0;0,0;0,7;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;6,6;0,0;0,7;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,3;0,0;2,0;2,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;;;;;
Markel et al. 2010;GF5-10;Gas field;-7,5;4,27;60,445;-151,246;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;3,2;0,0;13,5;6,5;0,6;7,1;3,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,2;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,6;3,2;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;21,3;0,0;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;NR02;North Rhody;-7,2;4,47;46,583;-86,073;0,0;0,0;0,6;0,6;0,6;0,0;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;15,6;68,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2002;IB20E68:24;Independence;-7,0;4;47,419;-88,010;0,0;0,0;0,0;0,0;0,7;0,0;2,7;1,4;0,0;0,0;2,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;55,1;0,0;0,0;0,7;13,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2002;IBCL47:20;Independence;-7,0;4,4;47,419;-88,010;0,0;0,0;0,0;0,0;0,0;0,0;4,8;7,8;0,0;0,0;1,2;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;0,0;50,3;0,0;0,0;0,0;9,0;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;JLA25;Jake Lake;-7,0;4,15;62,430;-150,704;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,7;0,0;7,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;2,0;0,0;22,0;5,3;22,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;SR11;South Rhody;-6,7;4,53;46,565;-86,075;0,0;2,0;0,0;0,0;0,0;0,0;0,0;6,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,2;4,1;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;53,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;SR12;South Rhody;-6,7;4,51;46,565;-86,075;0,0;26,6;0,0;0,0;0,0;0,0;0,0;1,3;1,3;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,8;0,0;0,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;11,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2002;IBEW152:14.1;Independence;-6,0;4,3;47,419;-88,010;0,0;0,0;0,0;0,0;0,5;0,0;0,0;2,0;0,0;0,0;9,4;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,5;0,0;44,6;0,0;0,0;0,0;26,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;AK76;Gate Creek;-6,0;3,68;62,333;-150,545;0,0;9,3;0,0;0,0;0,0;0,0;0,0;0,7;32,7;0,0;4,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;1,3;1,3;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;2,7;0,0;0,0;0,0;2,0;0,0;8,7;0,0;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;7,3;1,3;0,0;8,7;1,3;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;AK85;Brown's Lake;-6,0;6,55;60,471;-150,728;0,0;0,7;0,0;0,0;0,0;0,0;0,7;0,0;0,7;0,0;4,3;0,0;0,0;8,5;8,5;1,4;0,7;0,0;46,1;1,4;0,0;0,7;0,0;0,0;1,4;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;14,9;0,7;1,4;0,0;0,0;1,4;0,7;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;2,8;0,0;0,0;;;;;
Sullivan and Booth 2011;TA36;Tannersville;-6,0;4,33;41,037;-75,266;4,7;0,0;0,0;0,0;54,0;0,0;0,0;2,7;1,3;0,0;2,7;0,0;0,0;1,3;0,0;0,0;0,0;0,0;5,3;0,0;0,0;0,7;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;1,3;2,7;0,0;0,0;0,0;0,7;0,0;0,7;0,7;0,0;0,0;15,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;
Sullivan and Booth 2011;TA38;Tannersville;-6,0;4,51;41,037;-75,266;0,6;0,0;0,0;0,0;85,8;0,0;0,6;1,2;0,0;0,0;1,2;0,0;0,0;0,0;0,6;0,0;0,0;0,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Clifford (unpublished);BB11-11;Burns;-6,0;3,6;49,123;-122,970;0,0;8,9;0,0;0,0;26,7;0,0;5,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;7,9;0,0;0,0;1,0;0,0;13,9;0,0;2,0;0,0;0,0;0,0;1,0;0,0;0,0;5,9;0,0;0,0;16,8;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;;;;;
Finkelstein/Bunbury unpublished;M23;Attawapiskat River 1;-6,0;6,02;52,845;-83,927;0,0;0,0;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,6;11,9;0,0;0,0;0,0;0,8;0,0;0,0;0,8;0,0;0,0;0,0;3,4;0,0;0,0;17,8;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,5;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,8;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,8;6,8;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Plaine_13;Plaine;-6,0;4,09;50,270;-63,540;0,0;2,7;1,3;0,0;8,0;0,0;0,0;0,0;36,7;0,0;0,7;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;3,3;2,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;1,3;0,0;11,3;0,0;11,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,0;0,0;0,0;2,0;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;AK73;Gate Creek;-5,5;4,06;62,333;-150,545;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;43,3;0,0;8,0;0,7;0,0;0,0;0,0;0,7;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;0,0;0,0;0,0;5,3;0,0;24,7;0,7;3,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;GF10-15;Gas field;-5,5;4,31;60,445;-151,246;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;2,0;0,7;31,3;0,0;0,7;7,3;3,3;0,0;0,0;0,0;0,7;0,0;0,0;0,7;0,0;0,0;0,0;22,7;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;11,3;0,0;0,0;0,7;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;2,0;0,0;3,3;3,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;AT02;Adams Trail;-5,3;4,05;46,547;-86,060;0,0;0,7;0,0;0,0;2,2;0,0;0,7;2,2;12,2;0,0;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;10,1;0,0;4,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;2,9;0,0;0,0;0,0;2,9;0,0;1,4;0,0;20,9;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,3;0,0;0,0;0,0;10,8;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;HO12;Hornet;-5,0;4,18;46,077;-92,120;0,0;2,7;0,0;1,4;13,5;0,0;0,0;32,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;24,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth & Zygmunt 2005;ROB4;Robinson;-5,0;4,47;44,167;-111,071;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,3;0,0;0,0;4,1;0,0;0,0;1,7;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,0;0,7;0,0;10,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;2,7;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;70,6;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;JLA35;Jake Lake;-5,0;4,44;62,430;-150,704;0,0;19,2;0,0;0,0;0,0;0,0;0,0;4,0;4,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;13,9;5,3;0,0;0,0;3,3;0,0;23,8;0,0;0,0;0,0;0,0;4,0;1,3;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;1,3;0,0;7,9;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Clifford (unpublished);PB11-7;Point Bridget;-5,0;4,13;58,647;-134,934;0,0;11,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;2,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;16,0;25,0;0,0;0,0;0,0;0,0;15,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Finkelstein/Bunbury unpublished;M2;Attawapiskat River 3;-5,0;6,61;52,712;-84,174;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;16,8;11,9;0,0;0,0;0,0;0,0;0,0;0,0;31,7;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;4,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;;;;;
Finkelstein/Bunbury unpublished;M3;Attawapiskat River 3;-5,0;6,76;52,712;-84,174;0,0;0,0;0,0;6,8;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,3;21,4;10,7;0,0;0,0;0,0;0,0;0,0;18,4;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;HO08;Hornet;-4,8;4,08;46,077;-92,120;0,0;0,0;0,0;0,0;21,6;0,0;0,7;22,9;0,0;0,0;1,3;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;42,5;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,5;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2001;948ada;Tahquamenon Bay;-4,0;4,6;46,475;-84,995;0,0;0,0;0,0;0,0;0,5;0,0;0,0;1,1;0,0;0,0;5,5;0,0;0,0;1,1;45,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,3;0,0;15,3;2,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;6,0;0,0;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;0,0;0,0;;;;;
Booth & Zygmunt 2005;LP11;Lilypad;-4,0;5,59999990463257;44,164;-111,008;0,0;0,0;0,0;0,0;2,0;0,7;0,0;7,4;0,0;1,4;0,0;0,0;0,0;7,4;25,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;2,0;0,7;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,4;0,0;0,0;7,4;0,0;0,0;0,0;;;;;
Markel et al. 2010;AK31;Teardrop Lake;-4,0;5,74;60,472;-150,700;0,0;0,0;1,1;1,1;0,0;0,0;0,0;2,3;3,4;2,3;4,5;0,0;0,0;21,6;6,8;0,0;1,1;0,0;15,9;3,4;0,0;0,0;0,0;0,0;1,1;0,0;0,0;1,1;0,0;0,0;2,3;1,1;0,0;0,0;0,0;1,1;4,5;5,7;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;2,3;0,0;0,0;;;;;
Markel et al. 2010;GF15-20;Gas field;-4,0;4,18;60,445;-151,246;0,0;2,0;0,0;0,7;0,0;0,0;0,0;3,3;4,6;0,0;7,9;3,3;0,0;1,3;0,0;0,0;0,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0;0,0;15,1;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;3,9;0,7;10,5;0,0;0,7;0,7;2,0;0,0;7,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;28,3;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Sullivan and Booth 2011;TA37;Tannersville;-4,0;4,4;41,037;-75,266;7,4;0,0;0,0;0,0;27,3;0,0;0,0;7,4;0,0;0,0;6,6;0,8;0,0;0,8;0,0;0,0;0,0;0,0;7,4;0,0;0,0;3,3;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,0;0,8;0,0;0,0;4,1;0,0;0,8;19,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,5;0,0;1,7;0,0;0,0;1,7;0,0;0,0;0,0;0,0;0,0;1,7;0,0;0,0;0,0;0,0;2,5;0,0;;;;;
Sullivan and Booth 2011;TA44;Tannersville;-4,0;5,11;41,037;-75,266;11,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;9,8;0,0;0,0;2,0;0,0;2,6;0,0;0,0;9,8;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;7,8;1,3;0,7;0,0;0,0;1,3;0,7;0,7;0,0;3,3;0,7;0,0;0,0;0,7;0,0;0,7;15,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;4,6;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,7;0,0;3,3;0,0;1,3;1,3;0,0;;;;;
"Amesbury et al 2013; Lamarre et al 2013";A6;Plaine ;-4,0;;50,270;-63,540;0,0;0,9;0,4;0,0;3,9;0,0;0,0;0,0;48,1;0,0;3,4;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,3;0,0;13,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;8,6;0,0;0,0;0,9;3,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
"Amesbury et al 2013; Charman and Warner 1997";5;Crooked;-4,0;4,90;49,139;-56,111;0,0;1,0;0,0;1,0;2,9;0,0;0,0;0,0;14,4;0,0;5,8;0,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0;0,0;13,5;10,6;0,0;0,0;4,8;0,0;0,0;0,0;3,8;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;3,8;0,0;13,5;0,0;1,9;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Finkelstein/Bunbury unpublished;M35;Sutton River 4;-4,0;5,9;54,599;-84,640;3,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;6,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;46,0;26,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;2,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
