REFERENCE;SAMPLE CODE;SITE NAME ;WTD;pH;LAT ;LONG;ALA MIL;AMP WRI;ARC ART;ARC CAT;ARC DIS;ARC GIB;ARC HEM;ARC VUL;ARC FLA;ARG DEN;ASS MUS;ASS SEM;BUL IND;CEN ACU;CEN CAS;CEN ECO;CEN PLA;CON PON;COR TRI;CRY OVI;CRY SAC;CYC ARC;CYP AMP;DIF ACU;DIF BAC;DIF GLO;DIF LEI;DIF LUC;DIF OBL;DIF OVI;DIF PRI;DIF PUL;DIF RUB;DIF URC;EUG CIL;EUG ROT;EUG STR;EUG TUB;GIB TUB;HEL PET;HEL ROS;HEL SPH;HEL SYL;HYA ELE;HYA MIN;HYA PAP;HYA SUB;LES EPI;LES SPI;NEB BAR;NEB COL;NEB FLA;NEB MIN;NEB PEN;NEB TIN;PAD LAG;PAD WAI;PAR IRR;PHR ACR;PHY GRI;PLAGIO;PLA SPI;PLA CAR;PLA MAR;PSE FAS;PSE FUL;PYXI;QUA SYM;SPH LEN;TRA DEN;TRI ARC ;WAI EBO;;;;;
Charman and Warner 1992;1116;Wally Creek;41,0;4,47 ;49,076;-80,537;8,8;0,0;3,9;3,9;0,0;0,0;0,0;0,0;0,0;0,0;10,8;11,8;0,0;0,0;3,9;0,0;0,0;0,0;25,5;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;0,0;;;;;
Charman and Warner 1992;1126;Wally Creek;41,0;4,17 ;49,076;-80,537;5,9;0,0;3,9;6,9;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;5,9;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;34,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;34,3;0,0;;;;;
Charman and Warner 1992;1133;Wally Creek;41,0;4,46 ;49,076;-80,537;30,7;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;11,9;3,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;8,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,9;0,0;;;;;
Charman and Warner 1992;1139;Wally Creek;41,0;4,27 ;49,076;-80,537;22,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;12,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;17,0;0,0;0,0;0,0;7,0;0,0;0,0;1,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,0;0,0;;;;;
Charman and Warner 1992;1142;Wally Creek;41,0;4,12 ;49,076;-80,537;3,9;0,0;0,0;9,8;0,0;0,0;0,0;0,0;0,0;0,0;19,6;0,0;2,9;0,0;0,0;0,0;0,0;0,0;9,8;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;26,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,9;0,0;;;;;
Charman and Warner 1992;1144;Wally Creek;41,0;4,00 ;49,076;-80,537;11,8;0,0;38,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,8;0,0;1,0;0,0;1,0;0,0;0,0;0,0;15,7;0,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;0,0;;;;;
Charman and Warner 1992;1146;Wally Creek;41,0;3,87 ;49,076;-80,537;18,4;0,0;16,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,8;3,9;0,0;0,0;1,0;0,0;0,0;0,0;4,9;0,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;3,9;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,5;0,0;;;;;
Charman and Warner 1992;1148;Wally Creek;41,0;3,94 ;49,076;-80,537;18,6;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,7;6,9;0,0;0,0;1,0;0,0;0,0;0,0;6,9;0,0;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;8,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,6;0,0;0,0;0,0;2,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,8;0,0;;;;;
Charman and Warner 1992;11C18;Wally Creek;41,0;4,08 ;49,076;-80,537;10,7;0,0;20,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;0,0;0,0;0,0;1,8;0,0;0,0;0,0;26,8;0,0;23,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;9,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;0,0;;;;;
Charman and Warner 1992;11C19;Wally Creek;41,0;4,47 ;49,076;-80,537;18,8;0,0;5,0;18,8;0,0;0,0;0,0;0,0;0,0;0,0;7,9;1,0;0,0;0,0;5,0;0,0;0,0;0,0;9,9;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,9;0,0;;;;;
Charman and Warner 1992;11C110;Wally Creek;41,0;4,47 ;49,076;-80,537;18,2;1,0;0,0;8,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;8,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,1;0,0;;;;;
Charman and Warner 1992;11C21;Wally Creek;41,0;4,13 ;49,076;-80,537;0,0;0,0;0,0;73,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,0;;;;;
Charman and Warner 1992;11S2;Wally Creek;41,0;4,33 ;49,076;-80,537;16,7;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,8;2,9;1,0;0,0;2,9;0,0;0,0;0,0;7,8;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;7,8;0,0;0,0;0,0;12,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,6;0,0;;;;;
Charman and Warner 1992;1213;Wally Creek;41,0;5,14 ;49,076;-80,537;21,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,0;1,0;0,0;0,0;6,0;0,0;0,0;0,0;4,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,0;0,0;0,0;0,0;21,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,0;0,0;;;;;
Charman and Warner 1992;1215;Wally Creek;41,0;4,70 ;49,076;-80,537;13,1;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,2;4,0;0,0;0,0;4,0;0,0;0,0;0,0;6,1;0,0;0,0;13,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,1;0,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;13,1;0,0;0,0;0,0;3,0;0,0;0,0;2,0;6,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;;;;;
Charman and Warner 1992;1222;Wally Creek;41,0;4,81 ;49,076;-80,537;14,1;0,0;11,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,1;0,0;0,0;3,0;0,0;0,0;0,0;7,1;0,0;0,0;9,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;2,0;4,0;0,0;0,0;0,0;0,0;0,0;7,1;0,0;0,0;0,0;10,1;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,2;0,0;;;;;
Charman and Warner 1992;1247;Wally Creek;41,0;5,10 ;49,076;-80,537;12,7;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;5,9;0,0;0,0;0,0;2,9;0,0;0,0;0,0;14,7;0,0;0,0;16,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,8;0,0;0,0;0,0;2,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,4;0,0;;;;;
Charman and Warner 1992;12410;Wally Creek;41,0;5,42 ;49,076;-80,537;7,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,2;0,0;0,0;0,0;13,4;0,0;0,0;0,0;4,1;0,0;0,0;14,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;12,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;6,2;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;17,5;0,0;13,4;0,0;;;;;
Charman and Warner 1992;1415;Wally Creek;41,0;5,55 ;49,076;-80,537;4,9;0,0;0,0;4,9;0,0;0,0;0,0;0,0;11,7;0,0;17,5;0,0;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;0,0;1,9;7,8;4,9;7,8;0,0;0,0;8,7;0,0;0,0;0,0;0,0;0,0;0,0;8,7;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;0,0;0,0;0,0;;;;;
Charman and Warner 1992;1416;Wally Creek;41,0;4,48 ;49,076;-80,537;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,0;0,0;21,0;0,0;0,0;0,0;4,0;0,0;0,0;0,0;33,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;3,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;5,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;;;;;
Charman and Warner 1992;1421;Wally Creek;41,0;4,23 ;49,076;-80,537;9,8;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,4;5,9;0,0;0,0;1,0;0,0;0,0;0,0;10,8;0,0;0,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,9;0,0;7,8;0,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;4,9;3,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,9;0,0;;;;;
Charman and Warner 1992;1423;Wally Creek;41,0;4,42 ;49,076;-80,537;23,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;11,8;2,9;0,0;2,0;0,0;0,0;0,0;0,0;3,9;0,0;0,0;8,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;3,9;0,0;0,0;3,9;0,0;1,0;4,9;0,0;0,0;0,0;10,8;0,0;0,0;5,9;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;6,9;0,0;;;;;
Charman and Warner 1992;1428;Wally Creek;41,0;4,42 ;49,076;-80,537;10,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,6;1,9;0,0;0,0;0,0;0,0;0,0;0,0;22,9;0,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;5,7;2,9;0,0;4,8;0,0;0,0;0,0;0,0;0,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,2;0,0;;;;;
Charman and Warner 1992;1429;Wally Creek;41,0;4,64 ;49,076;-80,537;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;22,5;1,0;0,0;0,0;1,0;0,0;0,0;0,0;5,9;0,0;0,0;19,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,8;0,0;0,0;0,0;2,9;1,0;0,0;0,0;0,0;0,0;0,0;8,8;0,0;0,0;0,0;1,0;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,7;0,0;;;;;
Charman and Warner 1992;1436;Wally Creek;41,0;4,44 ;49,076;-80,537;31,0;0,0;8,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;29,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Charman and Warner 1992;1438;Wally Creek;41,0;4,42 ;49,076;-80,537;23,5;0,0;0,0;1,0;0,0;0,0;0,0;0,0;2,9;0,0;15,7;1,0;0,0;0,0;0,0;0,0;0,0;0,0;14,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;2,0;0,0;0,0;0,0;4,9;0,0;7,8;0,0;0,0;0,0;0,0;14,7;0,0;0,0;2,9;5,9;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Charman and Warner 1992;1443;Wally Creek;41,0;4,33 ;49,076;-80,537;18,8;0,0;1,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;11,9;4,0;1,0;0,0;0,0;0,0;0,0;0,0;14,9;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;5,0;0,0;1,0;1,0;0,0;0,0;3,0;0,0;4,0;0,0;0,0;0,0;0,0;16,8;0,0;0,0;3,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;;;;;
Charman and Warner 1992;1448;Wally Creek;41,0;4,63 ;49,076;-80,537;22,7;0,0;4,1;0,0;0,0;0,0;0,0;0,0;1,0;0,0;14,4;2,1;4,1;0,0;0,0;0,0;0,0;0,0;6,2;0,0;0,0;8,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;6,2;0,0;0,0;0,0;18,6;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,2;0,0;;;;;
Charman and Warner 1992;20M1;Wally Creek;41,0;4,29 ;49,076;-80,537;18,6;0,0;0,0;10,8;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;18,6;0,0;2,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;2,9;1,0;0,0;0,0;0,0;0,0;0,0;13,7;0,0;0,0;0,0;7,8;0,0;0,0;1,0;2,9;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,8;0,0;;;;;
Charman and Warner 1992;20M4;Wally Creek;41,0;4,66 ;49,076;-80,537;36,9;1,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0;0,0;8,7;1,0;0,0;0,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;9,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0;0,0;5,8;0,0;0,0;0,0;2,9;0,0;0,0;0,0;8,7;1,0;0,0;0,0;0,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;11,7;0,0;;;;;
Charman and Warner 1992;20M9;Wally Creek;41,0;4,54 ;49,076;-80,537;16,8;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,9;5,0;2,0;0,0;0,0;0,0;0,0;0,0;17,8;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;5,9;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,9;0,0;0,0;0,0;10,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;;;;;
Charman and Warner 1992;60M1;Wally Creek;41,0;3,79 ;49,076;-80,537;2,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;16,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;42,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,0;0,0;;;;;
Charman and Warner 1992;60M9;Wally Creek;41,0;4,52 ;49,076;-80,537;26,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,8;0,0;0,0;9,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,8;0,0;0,0;0,0;8,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,9;0,0;;;;;
Charman and Warner 1992;80M1;Wally Creek;41,0;4,03 ;49,076;-80,537;13,6;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;1,0;0,0;0,0;0,0;0,0;0,0;0,0;29,1;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,8;2,9;0,0;6,8;0,0;0,0;0,0;0,0;0,0;0,0;2,9;0,0;0,0;0,0;7,8;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,5;0,0;;;;;
Charman and Warner 1992;80M6;Wally Creek;41,0;4,37 ;49,076;-80,537;20,4;0,0;4,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;39,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,1;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,1;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,4;0,0;;;;;
Charman and Warner 1992;80M8;Wally Creek;41,0;4,46 ;49,076;-80,537;7,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,5;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;41,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,8;0,0;;;;;
Charman and Warner 1992;80M9;Wally Creek;41,0;4,35 ;49,076;-80,537;8,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,7;4,0;0,0;0,0;3,0;0,0;0,0;0,0;6,9;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,9;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;7,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,8;0,0;;;;;
Charman and Warner 1992;80M10;Wally Creek;41,0;4,42 ;49,076;-80,537;0,0;0,0;9,1;1,0;0,0;0,0;0,0;0,0;0,0;0,0;29,3;1,0;1,0;0,0;0,0;0,0;0,0;0,0;43,4;0,0;0,0;6,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;;;;;
Charman and Warner 1992;SFUSC8;Wally Creek;41,0;5,12 ;49,076;-80,537;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,3;3,0;3,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;5,1;0,0;3,0;0,0;7,1;0,0;16,2;0,0;0,0;0,0;0,0;14,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;TL92;Trout B;41,5;3,5;46,004;-89,594;0,0;0,0;1,3;3,9;0,0;0,0;0,0;0,0;0,0;0,0;54,2;7,1;5,8;0,0;0,0;16,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;9,0;0,0;;;;;
